participant,condition,engine,trial_index,audio_identifier,speaker,voice_type,mos_rating,rt_ms
P50,A,new,93,05 segundos brrs-25-gt M-n-20db,brrs-25,natural,5,8639.8
P50,A,new,94,05 segundos brrs-28-gt M-n-20db,brrs-28,natural,5,7336.4
P50,A,new,95,05 segundos brrs-29-syntacc-295Ksteps F-n-20db,brrs-29,synthetic,3,12520.7
P50,A,new,96,05 segundos brsp-22-gt M-n-20db,brsp-22,natural,5,15160.8
P50,A,new,97,05 segundos brsp-24-gt M-n-20db,brsp-24,natural,5,13224.7
P50,A,new,98,05 segundos brsp-28-gt F-n-20db,brsp-28,natural,5,7312.3
P50,A,new,99,06 segundos bral-26-gt M-n-20db,bral-26,natural,5,8448.9
P50,A,new,100,06 segundos brba-22-syntacc-295Ksteps M-n-20db,brba-22,synthetic,2,14881.9
P50,A,new,101,06 segundos brba-24-gt M-n-20db,brba-24,natural,5,7231.9
P50,A,new,102,06 segundos brce-20-syntacc-295Ksteps M-n-20db,brce-20,synthetic,1,16145.3
P50,A,new,103,06 segundos brpe-28-gt M-n-20db,brpe-28,natural,5,7776.0
P50,A,new,104,06 segundos brpr-24-syntacc-295Ksteps F-n-20db,brpr-24,synthetic,3,27865.1
P50,A,new,105,06 segundos brrs-20-gt F-n-20db,brrs-20,natural,5,8888.2
P50,A,new,106,07 segundos brba-23-gt F-n-20db,brba-23,natural,5,19200.9
P50,A,new,107,07 segundos brce-29-syntacc-295Ksteps M-n-20db,brce-29,synthetic,2,24914.3
P50,A,new,108,07 segundos brgo-28-syntacc-295Ksteps M-n-20db,brgo-28,synthetic,4,18144.6
P50,A,new,109,07 segundos brpe-20-syntacc-295Ksteps M-n-20db,brpe-20,synthetic,5,19097.1
P50,A,new,110,07 segundos brpr-21-syntacc-295Ksteps F-n-20db,brpr-21,synthetic,3,8768.5
P50,A,new,111,07 segundos brpr-29-syntacc-295Ksteps F-n-20db,brpr-29,synthetic,3,23600.8
P50,A,new,112,07 segundos brrs-23-gt F-n-20db,brrs-23,natural,5,8617.5
P50,A,new,113,08 segundos brpr-22-gt F-n-20db,brpr-22,natural,5,11216.4
P50,A,new,114,08 segundos brpr-25-syntacc-295Ksteps F-n-20db,brpr-25,synthetic,3,9624.1
P50,A,new,115,08 segundos brrs-21-syntacc-295Ksteps F-n-20db,brrs-21,synthetic,3,10520.6
P50,A,new,116,08 segundos brsp-27-syntacc-295Ksteps M-n-20db,brsp-27,synthetic,3,19864.8
P50,A,new,117,08 segundos brsp-29-gt M-n-20db,brsp-29,natural,5,9560.5
P50,A,new,118,09 segundos brpb-20-syntacc-295Ksteps M-n-20db,brpb-20,synthetic,4,10384.8
P50,A,new,119,09 segundos brrs-26-gt F-n-20db,brrs-26,natural,5,11024.5
P50,A,new,120,10 segundos brpb-28-syntacc-295Ksteps M-n-20db,brpb-28,synthetic,3,13944.7
P51,A,old,5,09 segundos brpb-20-syntacc-295Ksteps M-n-20db,brpb-20,synthetic,2,118815.0
P51,A,old,6,04 segundos brsp-11-gt M-n-20db,brsp-11,natural,5,12763.0
P51,A,old,7,07 segundos brce-29-syntacc-295Ksteps M-n-20db,brce-29,synthetic,1,9196.0
P51,A,old,8,08 segundos brpr-22-gt F-n-20db,brpr-22,natural,5,11140.0
P51,A,old,9,08 segundos brsp-29-gt M-n-20db,brsp-29,natural,5,12787.0
P51,A,old,10,05 segundos brsp-28-gt F-n-20db,brsp-28,natural,5,8566.0
P51,A,old,11,05 segundos brmg-22-syntacc-295Ksteps F-n-20db,brmg-22,synthetic,3,15297.0
P51,A,old,12,07 segundos brba-23-gt F-n-20db,brba-23,natural,5,12620.0
P51,A,old,13,06 segundos brpe-28-gt M-n-20db,brpe-28,natural,4,9059.0
P51,A,old,14,05 segundos brpe-26-gt M-n-20db,brpe-26,natural,5,8067.0
P51,A,old,15,05 segundos brce-22-syntacc-295Ksteps M-n-20db,brce-22,synthetic,1,8644.0
P51,A,old,16,05 segundos brsp-24-gt M-n-20db,brsp-24,natural,5,9332.0
P51,A,old,17,04 segundos brpr-15-syntacc-295Ksteps F-n-20db,brpr-15,synthetic,5,8240.0
P51,A,old,18,05 segundos brpr-13-syntacc-295Ksteps F-n-20db,brpr-13,synthetic,3,15950.0
P51,A,old,19,04 segundos brrs-14-gt F-n-20db,brrs-14,natural,2,11708.0
P51,A,old,20,06 segundos brba-22-syntacc-295Ksteps M-n-20db,brba-22,synthetic,1,10510.0
P51,A,old,21,05 segundos brce-26-gt M-n-20db,brce-26,natural,4,11283.0
P51,A,old,22,05 segundos brpr-28-syntacc-295Ksteps F-n-20db,brpr-28,synthetic,5,14749.0
P51,A,old,23,05 segundos bral-24-syntacc-295Ksteps M-n-20db,bral-24,synthetic,2,20260.0
P51,A,old,24,04 segundos brpr-20-syntacc-295Ksteps F-n-20db,brpr-20,synthetic,2,15892.0
P51,A,old,25,04 segundos brsp-10-gt M-n-20db,brsp-10,natural,3,8308.0
P51,A,old,26,04 segundos brpr-14-syntacc-295Ksteps F-n-20db,brpr-14,synthetic,4,8848.0
P51,A,old,27,07 segundos brrs-23-gt F-n-20db,brrs-23,natural,5,8828.0
P51,A,old,28,06 segundos bral-26-gt M-n-20db,bral-26,natural,2,7557.0
P51,A,old,29,04 segundos brrs-16-gt F-n-20db,brrs-16,natural,5,8932.0
P51,A,old,30,07 segundos brgo-28-syntacc-295Ksteps M-n-20db,brgo-28,synthetic,1,18572.0
P51,A,old,31,04 segundos brpr-19-syntacc-295Ksteps F-n-20db,brpr-19,synthetic,2,649637.0
P51,A,old,32,07 segundos brpr-29-syntacc-295Ksteps F-n-20db,brpr-29,synthetic,3,10486.0
P51,A,old,33,05 segundos brpb-22-gt M-n-20db,brpb-22,natural,5,15823.0
P51,A,old,34,05 segundos bral-23-gt M-n-20db,bral-23,natural,2,7725.0
P51,A,old,35,08 segundos brrs-21-syntacc-295Ksteps F-n-20db,brrs-21,synthetic,2,10702.0
P51,A,old,36,07 segundos brpe-20-syntacc-295Ksteps M-n-20db,brpe-20,synthetic,3,10790.0
P51,A,old,37,05 segundos brpe-29-gt M-n-20db,brpe-29,natural,5,6358.0
P51,A,old,38,06 segundos brba-24-gt M-n-20db,brba-24,natural,4,18324.0
P51,A,old,39,10 segundos brpb-28-syntacc-295Ksteps M-n-20db,brpb-28,synthetic,3,17413.0
P51,A,old,40,05 segundos brba-21-gt M-n-20db,brba-21,natural,2,16124.0
P51,A,old,41,05 segundos brrs-28-gt M-n-20db,brrs-28,natural,5,11252.0
P51,A,old,42,04 segundos brmg-26-syntacc-295Ksteps M-n-20db,brmg-26,synthetic,3,24724.0
P51,A,old,43,05 segundos brpr-10-syntacc-295Ksteps F-n-20db,brpr-10,synthetic,3,8239.0
P51,A,old,44,05 segundos brrs-29-syntacc-295Ksteps F-n-20db,brrs-29,synthetic,4,6956.0
P51,A,old,45,08 segundos brsp-27-syntacc-295Ksteps M-n-20db,brsp-27,synthetic,2,12446.0
P51,A,old,46,04 segundos brpr-27-syntacc-295Ksteps F-n-20db,brpr-27,synthetic,2,13518.0
P51,A,old,47,05 segundos brpr-18-gt F-n-20db,brpr-18,natural,5,7205.0
P51,A,old,48,06 segundos brce-20-syntacc-295Ksteps M-n-20db,brce-20,synthetic,2,11911.0
P51,A,old,49,04 segundos brrs-18-gt F-n-20db,brrs-18,natural,4,110954.0
P51,A,old,50,04 segundos brsp-13-gt F-n-20db,brsp-13,natural,5,7492.0
P51,A,old,51,05 segundos brsp-22-gt M-n-20db,brsp-22,natural,4,7821.0
P51,A,old,52,05 segundos brmg-29-syntacc-295Ksteps M-n-20db,brmg-29,synthetic,2,8671.0
P51,A,old,53,05 segundos brrs-25-gt M-n-20db,brrs-25,natural,4,20181.0
P51,A,old,54,05 segundos bral-20-gt M-n-20db,bral-20,natural,5,6621.0
P51,A,old,55,04 segundos brsp-25-syntacc-295Ksteps M-n-20db,brsp-25,synthetic,1,6055.0
P51,A,old,56,06 segundos brpr-24-syntacc-295Ksteps F-n-20db,brpr-24,synthetic,2,9437.0
P51,A,old,57,05 segundos brpe-22-syntacc-295Ksteps M-n-20db,brpe-22,synthetic,1,7830.0
P51,A,old,58,05 segundos bral-22-gt M-n-20db,bral-22,natural,2,7181.0
P51,A,old,59,07 segundos brpr-21-syntacc-295Ksteps F-n-20db,brpr-21,synthetic,3,10197.0
P51,A,old,60,08 segundos brpr-25-syntacc-295Ksteps F-n-20db,brpr-25,synthetic,3,47307.0
P51,A,old,61,09 segundos brrs-26-gt F-n-20db,brrs-26,natural,3,33076.0
P51,A,old,62,05 segundos brrj-26-syntacc-295Ksteps M-n-20db,brrj-26,synthetic,2,9652.0
P51,A,old,63,04 segundos brrs-10-gt F-n-20db,brrs-10,natural,2,28885.0
P51,A,old,64,06 segundos brrs-20-gt F-n-20db,brrs-20,natural,5,9359.0
P52,A,old,5,05 segundos brmg-22-syntacc-295Ksteps F-n-20db,brmg-22,synthetic,4,12119.0
P52,A,old,6,05 segundos bral-22-gt M-n-20db,bral-22,natural,5,12200.0
P52,A,old,7,04 segundos brpr-27-syntacc-295Ksteps F-n-20db,brpr-27,synthetic,4,11762.0
P52,A,old,8,04 segundos brrs-14-gt F-n-20db,brrs-14,natural,5,13369.0
P52,A,old,9,07 segundos brpr-21-syntacc-295Ksteps F-n-20db,brpr-21,synthetic,5,19915.0
P52,A,old,10,05 segundos brrs-25-gt M-n-20db,brrs-25,natural,5,10615.0
P52,A,old,11,05 segundos brpb-22-gt M-n-20db,brpb-22,natural,5,15587.0
P52,A,old,12,07 segundos brpe-20-syntacc-295Ksteps M-n-20db,brpe-20,synthetic,4,12911.0
P52,A,old,13,07 segundos brpr-29-syntacc-295Ksteps F-n-20db,brpr-29,synthetic,4,13852.0
P52,A,old,14,04 segundos brpr-19-syntacc-295Ksteps F-n-20db,brpr-19,synthetic,4,8858.0
P52,A,old,15,05 segundos brpe-22-syntacc-295Ksteps M-n-20db,brpe-22,synthetic,3,10910.0
P52,A,old,16,05 segundos brpr-28-syntacc-295Ksteps F-n-20db,brpr-28,synthetic,5,10520.0
P52,A,old,17,05 segundos brpe-26-gt M-n-20db,brpe-26,natural,5,9876.0
P52,A,old,18,06 segundos bral-26-gt M-n-20db,bral-26,natural,5,9717.0
P52,A,old,19,07 segundos brba-23-gt F-n-20db,brba-23,natural,5,11418.0
P52,A,old,20,05 segundos bral-24-syntacc-295Ksteps M-n-20db,bral-24,synthetic,4,9741.0
P52,A,old,21,09 segundos brpb-20-syntacc-295Ksteps M-n-20db,brpb-20,synthetic,4,14021.0
P52,A,old,22,04 segundos brsp-25-syntacc-295Ksteps M-n-20db,brsp-25,synthetic,3,7476.0
P52,A,old,23,05 segundos brpe-29-gt M-n-20db,brpe-29,natural,5,9291.0
P52,A,old,24,05 segundos brrj-26-syntacc-295Ksteps M-n-20db,brrj-26,synthetic,3,8184.0
P52,A,old,25,06 segundos brrs-20-gt F-n-20db,brrs-20,natural,5,10079.0
P52,A,old,26,07 segundos brrs-23-gt F-n-20db,brrs-23,natural,5,11635.0
P52,A,old,27,10 segundos brpb-28-syntacc-295Ksteps M-n-20db,brpb-28,synthetic,3,14163.0
P52,A,old,28,05 segundos brpr-10-syntacc-295Ksteps F-n-20db,brpr-10,synthetic,5,9007.0
P52,A,old,29,08 segundos brrs-21-syntacc-295Ksteps F-n-20db,brrs-21,synthetic,4,11768.0
P52,A,old,30,05 segundos brsp-28-gt F-n-20db,brsp-28,natural,5,8485.0
P52,A,old,31,04 segundos brpr-15-syntacc-295Ksteps F-n-20db,brpr-15,synthetic,5,15748.0
P52,A,old,32,08 segundos brsp-29-gt M-n-20db,brsp-29,natural,5,12037.0
P52,A,old,33,04 segundos brmg-26-syntacc-295Ksteps M-n-20db,brmg-26,synthetic,4,9670.0
P52,A,old,34,07 segundos brgo-28-syntacc-295Ksteps M-n-20db,brgo-28,synthetic,3,10906.0
P52,A,old,35,05 segundos brpr-13-syntacc-295Ksteps F-n-20db,brpr-13,synthetic,4,11425.0
P52,A,old,36,05 segundos brpr-18-gt F-n-20db,brpr-18,natural,5,8419.0
P52,A,old,37,06 segundos brce-20-syntacc-295Ksteps M-n-20db,brce-20,synthetic,2,11337.0
P52,A,old,38,04 segundos brrs-10-gt F-n-20db,brrs-10,natural,5,9666.0
P52,A,old,39,08 segundos brsp-27-syntacc-295Ksteps M-n-20db,brsp-27,synthetic,4,12895.0
P52,A,old,40,04 segundos brpr-14-syntacc-295Ksteps F-n-20db,brpr-14,synthetic,5,9198.0
P52,A,old,41,05 segundos brsp-22-gt M-n-20db,brsp-22,natural,5,9136.0
P52,A,old,42,05 segundos brce-22-syntacc-295Ksteps M-n-20db,brce-22,synthetic,2,11122.0
P52,A,old,43,05 segundos bral-23-gt M-n-20db,bral-23,natural,4,11176.0
P52,A,old,44,06 segundos brpe-28-gt M-n-20db,brpe-28,natural,5,25796.0
P52,A,old,45,04 segundos brrs-18-gt F-n-20db,brrs-18,natural,5,8935.0
P52,A,old,46,05 segundos brsp-24-gt M-n-20db,brsp-24,natural,5,11271.0
P52,A,old,47,09 segundos brrs-26-gt F-n-20db,brrs-26,natural,5,12563.0
P52,A,old,48,08 segundos brpr-22-gt F-n-20db,brpr-22,natural,5,11532.0
P52,A,old,49,05 segundos brce-26-gt M-n-20db,brce-26,natural,5,16919.0
P52,A,old,50,08 segundos brpr-25-syntacc-295Ksteps F-n-20db,brpr-25,synthetic,5,12255.0
P52,A,old,51,05 segundos brrs-29-syntacc-295Ksteps F-n-20db,brrs-29,synthetic,3,8458.0
P52,A,old,52,05 segundos bral-20-gt M-n-20db,bral-20,natural,5,8802.0
P52,A,old,53,04 segundos brsp-10-gt M-n-20db,brsp-10,natural,4,9371.0
P52,A,old,54,04 segundos brpr-20-syntacc-295Ksteps F-n-20db,brpr-20,synthetic,5,7535.0
P52,A,old,55,06 segundos brba-24-gt M-n-20db,brba-24,natural,5,9968.0
P52,A,old,56,05 segundos brba-21-gt M-n-20db,brba-21,natural,5,8390.0
P52,A,old,57,04 segundos brrs-16-gt F-n-20db,brrs-16,natural,5,9936.0
P52,A,old,58,06 segundos brpr-24-syntacc-295Ksteps F-n-20db,brpr-24,synthetic,4,13151.0
P52,A,old,59,06 segundos brba-22-syntacc-295Ksteps M-n-20db,brba-22,synthetic,4,15863.0
P52,A,old,60,07 segundos brce-29-syntacc-295Ksteps M-n-20db,brce-29,synthetic,2,10996.0
P52,A,old,61,05 segundos brrs-28-gt M-n-20db,brrs-28,natural,5,9196.0
P52,A,old,62,04 segundos brsp-11-gt M-n-20db,brsp-11,natural,5,7734.0
P52,A,old,63,04 segundos brsp-13-gt F-n-20db,brsp-13,natural,5,7528.0
P52,A,old,64,05 segundos brmg-29-syntacc-295Ksteps M-n-20db,brmg-29,synthetic,2,9285.0
P53,A,old,5,06 segundos brrs-20-gt F-n-20db,brrs-20,natural,5,9166.0
P53,A,old,6,04 segundos brpr-27-syntacc-295Ksteps F-n-20db,brpr-27,synthetic,3,11699.0
P53,A,old,7,04 segundos brrs-14-gt F-n-20db,brrs-14,natural,5,9428.0
P53,A,old,8,05 segundos brsp-24-gt M-n-20db,brsp-24,natural,5,8663.0
P53,A,old,9,04 segundos brsp-25-syntacc-295Ksteps M-n-20db,brsp-25,synthetic,2,8519.0
P53,A,old,10,05 segundos brpr-10-syntacc-295Ksteps F-n-20db,brpr-10,synthetic,4,9352.0
P53,A,old,11,04 segundos brrs-16-gt F-n-20db,brrs-16,natural,5,7763.0
P53,A,old,12,06 segundos brpr-24-syntacc-295Ksteps F-n-20db,brpr-24,synthetic,4,13561.0
P53,A,old,13,07 segundos brgo-28-syntacc-295Ksteps M-n-20db,brgo-28,synthetic,3,13507.0
P53,A,old,14,08 segundos brpr-22-gt F-n-20db,brpr-22,natural,5,10950.0
P53,A,old,15,08 segundos brsp-29-gt M-n-20db,brsp-29,natural,5,12495.0
P53,A,old,16,04 segundos brsp-10-gt M-n-20db,brsp-10,natural,5,7350.0
P53,A,old,17,07 segundos brce-29-syntacc-295Ksteps M-n-20db,brce-29,synthetic,1,11714.0
P53,A,old,18,04 segundos brpr-14-syntacc-295Ksteps F-n-20db,brpr-14,synthetic,5,8985.0
P53,A,old,19,04 segundos brrs-18-gt F-n-20db,brrs-18,natural,5,9458.0
P53,A,old,20,05 segundos bral-22-gt M-n-20db,bral-22,natural,4,13634.0
P53,A,old,21,04 segundos brmg-26-syntacc-295Ksteps M-n-20db,brmg-26,synthetic,3,22170.0
P53,A,old,22,05 segundos brpe-22-syntacc-295Ksteps M-n-20db,brpe-22,synthetic,2,11430.0
P53,A,old,23,05 segundos brrs-29-syntacc-295Ksteps F-n-20db,brrs-29,synthetic,4,15923.0
P53,A,old,24,05 segundos bral-23-gt M-n-20db,bral-23,natural,5,7417.0
P53,A,old,25,07 segundos brpe-20-syntacc-295Ksteps M-n-20db,brpe-20,synthetic,5,11160.0
P53,A,old,26,04 segundos brpr-19-syntacc-295Ksteps F-n-20db,brpr-19,synthetic,4,9952.0
P53,A,old,27,08 segundos brrs-21-syntacc-295Ksteps F-n-20db,brrs-21,synthetic,5,11302.0
P53,A,old,28,04 segundos brpr-20-syntacc-295Ksteps F-n-20db,brpr-20,synthetic,4,8971.0
P53,A,old,29,05 segundos brce-26-gt M-n-20db,brce-26,natural,5,7050.0
P53,A,old,30,05 segundos brsp-28-gt F-n-20db,brsp-28,natural,5,7574.0
P53,A,old,31,07 segundos brrs-23-gt F-n-20db,brrs-23,natural,5,9075.0
P53,A,old,32,05 segundos brpr-13-syntacc-295Ksteps F-n-20db,brpr-13,synthetic,3,7770.0
P53,A,old,33,05 segundos brpe-26-gt M-n-20db,brpe-26,natural,5,7140.0
P53,A,old,34,05 segundos brpb-22-gt M-n-20db,brpb-22,natural,5,6810.0
P53,A,old,35,05 segundos brpr-28-syntacc-295Ksteps F-n-20db,brpr-28,synthetic,5,8535.0
P53,A,old,36,05 segundos brpr-18-gt F-n-20db,brpr-18,natural,5,7425.0
P53,A,old,37,05 segundos brce-22-syntacc-295Ksteps M-n-20db,brce-22,synthetic,2,13890.0
P53,A,old,38,07 segundos brpr-21-syntacc-295Ksteps F-n-20db,brpr-21,synthetic,4,10372.0
P53,A,old,39,05 segundos brsp-22-gt M-n-20db,brsp-22,natural,5,8296.0
P53,A,old,40,04 segundos brsp-13-gt F-n-20db,brsp-13,natural,5,7890.0
P53,A,old,41,06 segundos brpe-28-gt M-n-20db,brpe-28,natural,5,8220.0
P53,A,old,42,08 segundos brsp-27-syntacc-295Ksteps M-n-20db,brsp-27,synthetic,3,11311.0
P53,A,old,43,04 segundos brsp-11-gt M-n-20db,brsp-11,natural,5,10094.0
P53,A,old,44,06 segundos brba-22-syntacc-295Ksteps M-n-20db,brba-22,synthetic,3,17978.0
P53,A,old,45,05 segundos brmg-22-syntacc-295Ksteps F-n-20db,brmg-22,synthetic,4,7155.0
P53,A,old,46,06 segundos brce-20-syntacc-295Ksteps M-n-20db,brce-20,synthetic,3,11671.0
P53,A,old,47,05 segundos bral-24-syntacc-295Ksteps M-n-20db,bral-24,synthetic,5,7221.0
P53,A,old,48,05 segundos brpe-29-gt M-n-20db,brpe-29,natural,5,7411.0
P53,A,old,49,09 segundos brrs-26-gt F-n-20db,brrs-26,natural,5,11114.0
P53,A,old,50,04 segundos brpr-15-syntacc-295Ksteps F-n-20db,brpr-15,synthetic,5,6938.0
P53,A,old,51,05 segundos brrj-26-syntacc-295Ksteps M-n-20db,brrj-26,synthetic,3,9532.0
P53,A,old,52,07 segundos brpr-29-syntacc-295Ksteps F-n-20db,brpr-29,synthetic,4,10215.0
P53,A,old,53,09 segundos brpb-20-syntacc-295Ksteps M-n-20db,brpb-20,synthetic,4,10927.0
P53,A,old,54,06 segundos bral-26-gt M-n-20db,bral-26,natural,5,9638.0
P53,A,old,55,04 segundos brrs-10-gt F-n-20db,brrs-10,natural,5,6396.0
P53,A,old,56,05 segundos brrs-28-gt M-n-20db,brrs-28,natural,5,7373.0
P53,A,old,57,10 segundos brpb-28-syntacc-295Ksteps M-n-20db,brpb-28,synthetic,4,12195.0
P53,A,old,58,05 segundos bral-20-gt M-n-20db,bral-20,natural,5,11662.0
P53,A,old,59,08 segundos brpr-25-syntacc-295Ksteps F-n-20db,brpr-25,synthetic,5,13845.0
P53,A,old,60,06 segundos brba-24-gt M-n-20db,brba-24,natural,5,8655.0
P53,A,old,61,07 segundos brba-23-gt F-n-20db,brba-23,natural,5,10650.0
P53,A,old,62,05 segundos brrs-25-gt M-n-20db,brrs-25,natural,5,9983.0
P53,A,old,63,05 segundos brba-21-gt M-n-20db,brba-21,natural,5,7666.0
P53,A,old,64,05 segundos brmg-29-syntacc-295Ksteps M-n-20db,brmg-29,synthetic,4,8047.0
P54,B,old,5,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,2,43567.0
P54,B,old,6,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,1,9264.0
P54,B,old,7,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,2,23234.0
P54,B,old,8,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,1,20110.0
P54,B,old,9,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,5,8468.0
P54,B,old,10,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,2,17282.0
P54,B,old,11,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,5,12660.0
P54,B,old,12,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1,15236.0
P54,B,old,13,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,1,7965.0
P54,B,old,14,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,5,11398.0
P54,B,old,15,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1,11109.0
P54,B,old,16,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,2,20772.0
P54,B,old,17,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,5,13253.0
P54,B,old,18,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,1,14669.0
P54,B,old,19,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,5,13037.0
P54,B,old,20,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,1,13094.0
P54,B,old,21,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,1,13974.0
P54,B,old,22,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,5,16693.0
P54,B,old,23,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,5,22809.0
P54,B,old,24,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,5,9534.0
P54,B,old,25,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,5,25381.0
P54,B,old,26,06 segundos bral-24-gt M-n-20db,bral-24,natural,3,11561.0
P54,B,old,27,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,2,27795.0
P54,B,old,28,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,1,11478.0
P54,B,old,29,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,5,8524.0
P54,B,old,30,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,2,27062.0
P54,B,old,31,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,5,19706.0
P54,B,old,32,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,3,25530.0
P54,B,old,33,07 segundos brce-22-gt M-n-20db,brce-22,natural,3,19970.0
P54,B,old,34,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,2,12828.0
P54,B,old,35,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,5,22738.0
P54,B,old,36,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,3,16044.0
P54,B,old,37,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,2,22714.0
P54,B,old,38,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,3,25237.0
P54,B,old,39,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,5,11761.0
P54,B,old,40,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,5,33284.0
P54,B,old,41,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,5,13790.0
P54,B,old,42,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,2,17070.0
P54,B,old,43,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,5,9002.0
P54,B,old,44,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,5,9769.0
P54,B,old,45,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,5,9922.0
P54,B,old,46,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,2,16515.0
P54,B,old,47,08 segundos brce-20-gt M-n-20db,brce-20,natural,4,24170.0
P54,B,old,48,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,4,18602.0
P54,B,old,49,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,5,13545.0
P54,B,old,50,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,5,14760.0
P54,B,old,51,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,4,13192.0
P54,B,old,52,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,5,12689.0
P54,B,old,53,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,5,15482.0
P54,B,old,54,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,1,9456.0
P54,B,old,55,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,1,11857.0
P54,B,old,56,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,5,23059.0
P54,B,old,57,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,5,24171.0
P54,B,old,58,10 segundos brce-29-gt M-n-20db,brce-29,natural,4,24482.0
P54,B,old,59,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,5,10248.0
P54,B,old,60,09 segundos brba-22-gt M-n-20db,brba-22,natural,5,14369.0
P54,B,old,61,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,1,10832.0
P54,B,old,62,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,5,28331.0
P54,B,old,63,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,4,20889.0
P54,B,old,64,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,5,17528.0
P55,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,1,8128.3
P55,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,4,14455.8
P55,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,2,6122.5
P55,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,2,10809.1
P55,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,1,5149.0
P55,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1,7740.3
P55,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,5,5775.2
P55,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1,5544.5
P55,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,2,8348.0
