participant,condition,engine,trial_index,audio_identifier,speaker,voice_type,mos_rating,rt_ms
P01,B,old,5,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,1,13918.0
P01,B,old,6,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,5,10960.0
P01,B,old,7,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,5,7901.0
P01,B,old,8,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,5,10859.0
P01,B,old,9,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,5,8542.0
P01,B,old,10,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,4,12399.0
P01,B,old,11,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,2,7279.0
P01,B,old,12,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,5,12026.0
P01,B,old,13,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,3,6876.0
P01,B,old,14,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,2,15605.0
P01,B,old,15,08 segundos brce-20-gt M-n-20db,brce-20,natural,4,11081.0
P01,B,old,16,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,3,7427.0
P01,B,old,17,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,5,11255.0
P01,B,old,18,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,2,7048.0
P01,B,old,19,10 segundos brce-29-gt M-n-20db,brce-29,natural,4,23216.0
P01,B,old,20,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,3,6986.0
P01,B,old,21,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1,5116.0
P01,B,old,22,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,1,8767.0
P01,B,old,23,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,2,6275.0
P01,B,old,24,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,5,27252.0
P01,B,old,25,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,2,9206.0
P01,B,old,26,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,3,7138.0
P01,B,old,27,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,5,16731.0
P01,B,old,28,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,4,16223.0
P01,B,old,29,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,2,4995.0
P01,B,old,30,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,5,6867.0
P01,B,old,31,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,5,16277.0
P01,B,old,32,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,3,7796.0
P01,B,old,33,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,1,4670.0
P01,B,old,34,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,1,7399.0
P01,B,old,35,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,4,23305.0
P01,B,old,36,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,5,11916.0
P01,B,old,37,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,4,18114.0
P01,B,old,38,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,2,13150.0
P01,B,old,39,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1,5667.0
P01,B,old,40,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,1,5686.0
P01,B,old,41,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,2,6430.0
P01,B,old,42,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,2,13177.0
P01,B,old,43,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,3,5988.0
P01,B,old,44,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,5,11971.0
P01,B,old,45,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,5,12957.0
P01,B,old,46,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,2,6317.0
P01,B,old,47,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,2,10498.0
P01,B,old,48,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,5,11326.0
P01,B,old,49,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,2,9363.0
P01,B,old,50,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,5,12648.0
P01,B,old,51,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,2,8475.0
P01,B,old,52,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,2,7352.0
P01,B,old,53,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,5,8774.0
P01,B,old,54,06 segundos bral-24-gt M-n-20db,bral-24,natural,5,8546.0
P01,B,old,55,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,3,5301.0
P01,B,old,56,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,1,8062.0
P01,B,old,57,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,4,21748.0
P01,B,old,58,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,1,9715.0
P01,B,old,59,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,5,14554.0
P01,B,old,60,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,4,16380.0
P01,B,old,61,07 segundos brce-22-gt M-n-20db,brce-22,natural,3,11998.0
P01,B,old,62,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,5,13695.0
P01,B,old,63,09 segundos brba-22-gt M-n-20db,brba-22,natural,4,24444.0
P01,B,old,64,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,2,7869.0
P02,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,2,6590.3
P02,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,2,11420.5
P02,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,1,9559.1
P02,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,1,4751.6
P02,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,1,6834.7
P02,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1,6269.1
P02,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,2,6469.4
P02,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1,5240.2
P02,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,1,6914.4
P02,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,2,6468.4
P02,B,new,11,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,2,5915.4
P02,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,3,13577.1
P02,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,2,10450.4
P02,B,new,14,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,1,7832.0
P02,B,new,15,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,1,6681.5
P02,B,new,16,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,2,5617.1
P02,B,new,17,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,2,16486.0
P02,B,new,18,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,2,5572.8
P02,B,new,19,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,2,7066.3
P02,B,new,20,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,2,9624.7
P02,B,new,21,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,2,7226.4
P02,B,new,22,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,2,7985.0
P02,B,new,23,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,2,10346.3
P02,B,new,24,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,2,25204.7
P02,B,new,25,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,1,6187.2
P02,B,new,26,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,1,6574.6
P02,B,new,27,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,1,6155.8
P02,B,new,28,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,1,6535.5
P02,B,new,29,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,5,7761.7
P02,B,new,30,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,4,7593.6
P02,B,new,31,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,4,9619.5
P02,B,new,32,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,1,8757.9
P02,B,new,33,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,2,10369.8
P02,B,new,34,06 segundos bral-24-gt M-n-20db,bral-24,natural,4,10857.7
P02,B,new,35,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,5,7874.6
P02,B,new,36,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,5,8895.7
P02,B,new,37,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,4,11157.4
P02,B,new,38,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,3,29622.1
P02,B,new,39,07 segundos brce-22-gt M-n-20db,brce-22,natural,3,18325.8
P02,B,new,40,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,4,12317.0
P02,B,new,41,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,5,9568.8
P02,B,new,42,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,5,8593.8
P02,B,new,43,08 segundos brce-20-gt M-n-20db,brce-20,natural,3,13703.3
P02,B,new,44,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,5,11249.2
P02,B,new,45,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,5,13627.8
P02,B,new,46,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,4,14729.7
P02,B,new,47,09 segundos brba-22-gt M-n-20db,brba-22,natural,5,11510.6
P02,B,new,48,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,5,11280.2
P02,B,new,49,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,4,12119.6
P02,B,new,50,10 segundos brce-29-gt M-n-20db,brce-29,natural,3,16004.1
P02,B,new,51,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,5,12269.6
P02,B,new,52,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,4,14579.8
P02,B,new,53,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,5,12186.9
P02,B,new,54,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,5,13481.8
P02,B,new,55,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,5,17949.1
P02,B,new,56,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,5,14423.1
P02,B,new,57,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,5,14293.5
P02,B,new,58,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,5,15715.7
P02,B,new,59,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,5,16078.0
P02,B,new,60,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,4,19783.0
P03,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,2,7423.0
P03,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,3,4963.9
P03,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,2,5033.6
P03,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,3,4200.7
P03,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,3,5560.1
P03,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1,4613.7
P03,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,5,5684.8
P03,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1,5332.8
P03,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,2,6431.2
P03,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,2,5767.7
P03,B,new,11,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,3,5338.6
P03,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,4,7914.2
P03,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,3,6949.2
P03,B,new,14,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,3,5573.1
P03,B,new,15,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,3,33725.8
P03,B,new,16,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,3,5289.9
P03,B,new,17,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,4,5043.1
P03,B,new,18,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,3,9204.6
P03,B,new,19,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,3,6865.4
P03,B,new,20,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,3,4883.3
P03,B,new,21,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,4,7182.7
P03,B,new,22,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,3,5366.3
P03,B,new,23,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,3,5398.5
P03,B,new,24,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,3,5974.8
P03,B,new,25,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,3,5254.7
P03,B,new,26,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,1,6080.3
P03,B,new,27,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,3,5879.4
P03,B,new,28,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,2,8657.2
P03,B,new,29,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,5,7283.2
P03,B,new,30,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,4,7208.5
P03,B,new,31,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,3,8884.1
P03,B,new,32,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,3,6598.4
P03,B,new,33,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,1,8037.9
P03,B,new,34,06 segundos bral-24-gt M-n-20db,bral-24,natural,5,7903.7
P03,B,new,35,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,5,7565.8
P03,B,new,36,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,5,8411.5
P03,B,new,37,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,5,7714.3
P03,B,new,38,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,4,9521.1
P03,B,new,39,07 segundos brce-22-gt M-n-20db,brce-22,natural,5,8932.8
P03,B,new,40,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,5,8497.1
P03,B,new,41,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,5,8420.5
P03,B,new,42,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,4,8449.8
P03,B,new,43,08 segundos brce-20-gt M-n-20db,brce-20,natural,5,10420.3
P03,B,new,44,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,5,10318.0
P03,B,new,45,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,5,10320.1
P03,B,new,46,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,5,18687.0
P03,B,new,47,09 segundos brba-22-gt M-n-20db,brba-22,natural,5,11118.5
P03,B,new,48,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,5,14065.3
P03,B,new,49,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,5,11132.9
P03,B,new,50,10 segundos brce-29-gt M-n-20db,brce-29,natural,5,13548.5
P03,B,new,51,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,4,11550.0
P03,B,new,52,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,5,12098.6
P03,B,new,53,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,5,12898.7
P03,B,new,54,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,5,15363.4
P03,B,new,55,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,5,15099.9
P03,B,new,56,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,5,14382.0
P03,B,new,57,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,5,14291.5
P03,B,new,58,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,5,15376.7
P03,B,new,59,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,5,16155.0
P03,B,new,60,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,5,18724.6
P04,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,5,7245.0
P04,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,5,4727.0
P04,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,3,6306.0
P04,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,3,5356.0
P04,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,1,8086.0
P04,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1,4127.0
P04,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,5,5273.0
P04,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,2,5625.0
P04,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,2,11067.0
P04,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,1,5617.0
P04,B,new,11,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,3,9009.0
P04,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,4,5760.0
P04,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,4,5254.0
P04,B,new,14,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,3,5708.0
P04,B,new,15,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,2,5567.0
P04,B,new,16,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,5,5586.0
P04,B,new,17,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,4,12496.0
P04,B,new,18,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,4,6591.0
P04,B,new,19,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,3,7272.0
P04,B,new,20,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,3,9200.0
P04,B,new,21,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,2,5312.0
P04,B,new,22,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,5,4712.0
P04,B,new,23,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,2,6920.0
P04,B,new,24,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,4,6532.0
P04,B,new,25,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,4,6792.0
P04,B,new,26,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,3,14927.0
P04,B,new,27,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,1,5207.0
P04,B,new,28,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,1,6168.0
P04,B,new,29,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,5,8430.0
P04,B,new,30,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,5,8777.0
P04,B,new,31,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,5,6880.0
P04,B,new,32,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,4,8266.0
P04,B,new,33,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,2,7248.0
P04,B,new,34,06 segundos bral-24-gt M-n-20db,bral-24,natural,5,8200.0
P04,B,new,35,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,5,7850.0
P04,B,new,36,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,5,11155.0
P04,B,new,37,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,5,7325.0
P04,B,new,38,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,5,7933.0
P04,B,new,39,07 segundos brce-22-gt M-n-20db,brce-22,natural,5,8201.0
P04,B,new,40,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,5,10449.0
P04,B,new,41,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,5,9975.0
P04,B,new,42,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,5,8551.0
P04,B,new,43,08 segundos brce-20-gt M-n-20db,brce-20,natural,5,10236.0
P04,B,new,44,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,5,11627.0
P04,B,new,45,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,5,9969.0
P04,B,new,46,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,5,9990.0
P04,B,new,47,09 segundos brba-22-gt M-n-20db,brba-22,natural,5,11164.0
P04,B,new,48,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,5,10337.0
P04,B,new,49,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,5,12151.0
P04,B,new,50,10 segundos brce-29-gt M-n-20db,brce-29,natural,5,11874.0
P04,B,new,51,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,5,11303.0
P04,B,new,52,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,5,11791.0
P04,B,new,53,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,5,11799.0
P04,B,new,54,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,5,12493.0
P04,B,new,55,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,4,13417.0
P04,B,new,56,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,5,14477.0
P04,B,new,57,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,5,13944.0
P04,B,new,58,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,5,14869.0
P04,B,new,59,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,5,17039.0
P04,B,new,60,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,5,19767.0
P05,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,2,5312.0
P05,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,2,8657.0
P05,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,1,4895.0
P05,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,1,9257.0
P05,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,2,6607.0
P05,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1,4711.0
P05,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,4,11560.0
P05,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1,5603.0
P05,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,1,5744.0
P05,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,1,5299.0
P05,B,new,11,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,1,5531.0
P05,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,1,10796.0
P05,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,1,5376.0
P05,B,new,14,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,1,7649.0
P05,B,new,15,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,1,6454.0
P05,B,new,16,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,2,6534.0
P05,B,new,17,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,2,6228.0
P05,B,new,18,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,1,8033.0
P05,B,new,19,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,2,5485.0
P05,B,new,20,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,1,8826.0
P05,B,new,21,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,1,5915.0
P05,B,new,22,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,1,5443.0
P05,B,new,23,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,2,5705.0
P05,B,new,24,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,1,5180.0
P05,B,new,25,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,2,6105.0
P05,B,new,26,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,1,8266.0
P05,B,new,27,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,1,7195.0
P05,B,new,28,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,1,6115.0
P05,B,new,29,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,4,9895.0
P05,B,new,30,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,5,7901.0
P05,B,new,31,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,5,9243.0
P05,B,new,32,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,4,15539.0
P05,B,new,33,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,1,11055.0
P05,B,new,34,06 segundos bral-24-gt M-n-20db,bral-24,natural,5,8542.0
P05,B,new,35,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,5,9476.0
P05,B,new,36,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,5,8953.0
