participant,condition,engine,trial_index,audio_identifier,speaker,voice_type,window_width,window_height,person_side,robot_side,gaze_sample_count,gaze_duration_ms,person_dwell_ms,robot_dwell_ms,off_dwell_ms,total_observed_gaze_time_ms,person_gaze_pct,eyetracking_mos,gaze_sample_rate_hz,gaze_sample_rate_hz_strict,valid_dwell_pct,person_box_left,person_box_top,person_box_right,person_box_bottom,robot_box_left,robot_box_top,robot_box_right,robot_box_bottom
P32,A,new,84,05 segundos brce-22-syntacc-295Ksteps M-n-20db,brce-22,synthetic,1920.0,945.0,left,right,193,5078.399999976158,1252.1000000238419,3826.2999999523163,0.0,5078.399999976158,24.655403277207785,2,38.00409577837628,37.80718336501682,100.0,120.15625,268.5,525.15625,673.5,1394.8125,268.5,1799.8125,673.5
P33,A,new,123,08 segundos brsp-29-gt M-n-20db,brsp-29,natural,1536.0,703.0,right,left,251,8560.0,8032.0,528.0,0.0,8560.0,93.83177570093459,5,29.322429906542055,29.205607476635514,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,76,04 segundos brsp-13-gt F-n-20db,brsp-13,natural,1536.0,703.0,left,right,131,4309.0,2276.0,2033.0,0.0,4309.0,52.819679740078904,3,30.40148526340218,30.169412856811324,100.0,56.16667175292969,148.39999389648438,461.1666717529297,552.3999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,115,07 segundos brpe-20-syntacc-295Ksteps M-n-20db,brpe-20,synthetic,1536.0,703.0,right,left,209,7136.0,1689.0,5447.0,0.0,7136.0,23.66872197309417,2,29.28811659192825,29.14798206278027,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,84,05 segundos brce-22-syntacc-295Ksteps M-n-20db,brce-22,synthetic,1536.0,703.0,left,right,150,5076.0,1487.0,3589.0,0.0,5076.0,29.29472025216706,2,29.55082742316785,29.353821907013398,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,101,05 segundos brsp-22-gt M-n-20db,brsp-22,natural,1536.0,703.0,right,left,158,5496.0,4879.0,617.0,0.0,5496.0,88.77365356622998,5,28.748180494905384,28.566229985443957,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,126,10 segundos brpb-28-syntacc-295Ksteps M-n-20db,brpb-28,synthetic,1536.0,703.0,right,left,293,10153.0,1179.0,8974.0,0.0,10153.0,11.61233133064119,1,28.85846547818379,28.75997242194425,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,78,05 segundos bral-20-gt M-n-20db,bral-20,natural,1536.0,703.0,right,left,152,5062.0,1730.0,3332.0,0.0,5062.0,34.17621493480837,2,30.0276570525484,29.830106677202686,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,119,08 segundos brpr-22-gt F-n-20db,brpr-22,natural,1536.0,703.0,right,left,236,8186.0,6970.0,1216.0,0.0,8186.0,85.14537014414854,5,28.829709259711702,28.707549474712923,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,110,06 segundos brrs-20-gt F-n-20db,brrs-20,natural,1536.0,703.0,right,left,198,6457.0,581.0,5876.0,0.0,6457.0,8.997986681121265,1,30.664395229982965,30.509524547003252,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,75,04 segundos brsp-11-gt M-n-20db,brsp-11,natural,1536.0,703.0,left,right,134,4560.0,4469.0,91.0,0.0,4560.0,98.00438596491227,5,29.385964912280706,29.166666666666668,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,90,05 segundos brpe-26-gt M-n-20db,brpe-26,natural,1536.0,703.0,left,right,149,5282.0,2126.0,3156.0,0.0,5282.0,40.24990533888679,3,28.209011737978038,28.019689511548656,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,72,04 segundos brrs-16-gt F-n-20db,brrs-16,natural,1536.0,703.0,left,right,138,4941.0,3500.0,1441.0,0.0,4941.0,70.83586318558997,4,27.929568913175473,27.727180732645216,100.0,56.16667175292969,148.39999389648438,461.1666717529297,552.3999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,68,04 segundos brpr-20-syntacc-295Ksteps F-n-20db,brpr-20,synthetic,1536.0,703.0,right,left,137,4710.0,442.0,4268.0,0.0,4710.0,9.384288747346073,1,29.087048832271762,28.874734607218684,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,74,04 segundos brsp-10-gt M-n-20db,brsp-10,natural,1536.0,703.0,left,right,141,4849.0,1899.0,2950.0,0.0,4849.0,39.16271396164158,2,29.07816044545267,28.87193235718705,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,114,07 segundos brgo-28-syntacc-295Ksteps M-n-20db,brgo-28,synthetic,1536.0,703.0,right,left,223,7490.0,3969.0,3521.0,0.0,7490.0,52.99065420560748,3,29.773030707610147,29.639519359145527,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,85,05 segundos brce-26-gt M-n-20db,brce-26,natural,1536.0,703.0,left,right,150,5069.0,4578.0,491.0,0.0,5069.0,90.31367133556914,5,29.59163543105149,29.394357861511146,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,87,05 segundos brmg-29-syntacc-295Ksteps M-n-20db,brmg-29,synthetic,1536.0,703.0,right,left,153,5142.0,346.0,4796.0,0.0,5142.0,6.728899260987943,1,29.754959159859975,29.560482302605987,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,92,05 segundos brpr-10-syntacc-295Ksteps F-n-20db,brpr-10,synthetic,1536.0,703.0,left,right,149,5126.0,4410.0,716.0,0.0,5126.0,86.03199375731565,5,29.067499024580567,28.872415138509556,100.0,56.16667175292969,148.39999389648438,461.1666717529297,552.3999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,77,04 segundos brsp-25-syntacc-295Ksteps M-n-20db,brsp-25,synthetic,1536.0,703.0,right,left,119,4149.0,563.0,3586.0,0.0,4149.0,13.569534827669319,1,28.681610026512413,28.44058809351651,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,70,04 segundos brrs-10-gt F-n-20db,brrs-10,natural,1536.0,703.0,right,left,131,4355.0,3294.0,1061.0,0.0,4355.0,75.63719862227325,4,30.080367393800227,29.850746268656714,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,71,04 segundos brrs-14-gt F-n-20db,brrs-14,natural,1536.0,703.0,right,left,116,3998.0,3001.0,997.0,0.0,3998.0,75.06253126563281,4,29.01450725362681,28.764382191095546,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,82,05 segundos bral-24-syntacc-295Ksteps M-n-20db,bral-24,synthetic,1536.0,703.0,right,left,151,5149.0,1180.0,3969.0,0.0,5149.0,22.917071275975918,2,29.326082734511555,29.131870266071083,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,67,04 segundos brpr-19-syntacc-295Ksteps F-n-20db,brpr-19,synthetic,1536.0,703.0,right,left,133,4641.0,160.0,4481.0,0.0,4641.0,3.4475328592975654,1,28.65761689291101,28.44214608920491,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,99,05 segundos brrs-28-gt M-n-20db,brrs-28,natural,1536.0,703.0,left,right,161,5504.0,3805.0,1699.0,0.0,5504.0,69.13154069767442,4,29.251453488372096,29.069767441860467,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,122,08 segundos brsp-27-syntacc-295Ksteps M-n-20db,brsp-27,synthetic,1536.0,703.0,right,left,245,8600.0,3569.0,5031.0,0.0,8600.0,41.5,3,28.48837209302326,28.372093023255815,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,116,07 segundos brpr-21-syntacc-295Ksteps F-n-20db,brpr-21,synthetic,1536.0,703.0,right,left,222,7646.0,726.0,6826.0,94.0,7646.0,9.613347457627118,1,29.034789432382947,28.904002092597437,98.77059900601621,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,117,07 segundos brpr-29-syntacc-295Ksteps F-n-20db,brpr-29,synthetic,1536.0,703.0,right,left,213,7221.0,1019.0,6202.0,0.0,7221.0,14.111618889350504,1,29.497299542999585,29.358814568619305,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,91,05 segundos brpe-29-gt M-n-20db,brpe-29,natural,1536.0,703.0,left,right,151,5346.0,4985.0,361.0,0.0,5346.0,93.24728769173214,5,28.245417134306024,28.058361391694724,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,69,04 segundos brpr-27-syntacc-295Ksteps F-n-20db,brpr-27,synthetic,1536.0,703.0,right,left,147,4921.0,593.0,4236.0,92.0,4921.0,12.279975150134604,1,29.87197724039829,29.668766510871773,98.13046128835603,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,81,05 segundos bral-23-gt M-n-20db,bral-23,natural,1536.0,703.0,left,right,144,4961.0,4961.0,0.0,0.0,4961.0,100.0,5,29.026405966539002,28.824833702882483,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,88,05 segundos brpb-22-gt M-n-20db,brpb-22,natural,1536.0,703.0,right,left,147,5050.0,4009.0,1041.0,0.0,5050.0,79.38613861386139,4,29.10891089108911,28.91089108910891,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,83,05 segundos brba-21-gt M-n-20db,brba-21,natural,1536.0,703.0,right,left,162,5590.0,2028.0,3562.0,0.0,5590.0,36.27906976744186,2,28.980322003577818,28.801431127012524,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,97,05 segundos brrj-26-syntacc-295Ksteps M-n-20db,brrj-26,synthetic,1536.0,703.0,right,left,153,5107.0,2412.0,2695.0,0.0,5107.0,47.22929312708048,3,29.958879968670452,29.763070295672605,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,125,09 segundos brrs-26-gt F-n-20db,brrs-26,natural,1536.0,703.0,right,left,274,9207.0,4544.0,4663.0,0.0,9207.0,49.35375257955903,3,29.75996524383621,29.65135223199739,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,96,05 segundos brpr-28-syntacc-295Ksteps F-n-20db,brpr-28,synthetic,1536.0,703.0,right,left,154,5402.0,4023.0,1379.0,0.0,5402.0,74.47241762310254,4,28.507960014809328,28.32284339133654,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,104,06 segundos bral-26-gt M-n-20db,bral-26,natural,1536.0,703.0,left,right,187,6403.0,5763.0,640.0,0.0,6403.0,90.00468530376386,5,29.20506012806497,29.04888333593628,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,112,07 segundos brba-23-gt F-n-20db,brba-23,natural,1536.0,703.0,right,left,218,7481.0,7320.0,161.0,0.0,7481.0,97.84788129929154,5,29.1404892394065,29.006817270418395,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,80,05 segundos bral-22-gt M-n-20db,bral-22,natural,1536.0,703.0,left,right,172,5857.0,3296.0,2561.0,0.0,5857.0,56.27454328154345,3,29.366569916339422,29.1958340447328,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,121,08 segundos brrs-21-syntacc-295Ksteps F-n-20db,brrs-21,synthetic,1536.0,703.0,left,right,260,8960.0,4195.0,4597.0,168.0,8960.0,47.71383075523203,3,29.01785714285714,28.906249999999996,98.125,56.16667175292969,148.39999389648438,461.1666717529297,552.3999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,93,05 segundos brpr-13-syntacc-295Ksteps F-n-20db,brpr-13,synthetic,1536.0,703.0,right,left,147,5078.0,3251.0,1516.0,311.0,5078.0,68.19802810992238,4,28.948404883812522,28.751476959432846,93.87554155179204,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,102,05 segundos brsp-24-gt M-n-20db,brsp-24,natural,1536.0,703.0,right,left,152,5296.0,2820.0,2476.0,0.0,5296.0,53.24773413897282,3,28.700906344410875,28.512084592145015,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,64,04 segundos brmg-26-syntacc-295Ksteps M-n-20db,brmg-26,synthetic,1536.0,703.0,left,right,118,3960.0,797.0,3163.0,0.0,3960.0,20.126262626262626,2,29.7979797979798,29.545454545454547,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,100,05 segundos brrs-29-syntacc-295Ksteps F-n-20db,brrs-29,synthetic,1536.0,703.0,right,left,160,5540.0,3379.0,2161.0,0.0,5540.0,60.9927797833935,4,28.880866425992778,28.700361010830324,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,66,04 segundos brpr-15-syntacc-295Ksteps F-n-20db,brpr-15,synthetic,1536.0,703.0,right,left,144,4752.0,4532.0,220.0,0.0,4752.0,95.37037037037037,5,30.303030303030305,30.092592592592595,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,106,06 segundos brba-24-gt M-n-20db,brba-24,natural,1536.0,703.0,right,left,183,6089.0,5021.0,1068.0,0.0,6089.0,82.46017408441452,5,30.0541960913122,29.889965511578254,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,105,06 segundos brba-22-syntacc-295Ksteps M-n-20db,brba-22,synthetic,1536.0,703.0,left,right,201,6763.0,1517.0,5246.0,0.0,6763.0,22.43087387254177,2,29.720538222682244,29.57267484844004,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,86,05 segundos brmg-22-syntacc-295Ksteps F-n-20db,brmg-22,synthetic,1536.0,703.0,right,left,140,5009.0,1276.0,3733.0,0.0,5009.0,25.474146536234777,2,27.949690556997403,27.750049910161707,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,89,05 segundos brpe-22-syntacc-295Ksteps M-n-20db,brpe-22,synthetic,1536.0,703.0,left,right,161,5619.0,1221.0,4398.0,0.0,5619.0,21.72984516817939,2,28.652785193094857,28.474817583199858,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,65,04 segundos brpr-14-syntacc-295Ksteps F-n-20db,brpr-14,synthetic,1536.0,703.0,right,left,127,4193.0,2222.0,1971.0,0.0,4193.0,52.99308371094682,3,30.28857619842595,30.050083472454094,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,108,06 segundos brpe-28-gt M-n-20db,brpe-28,natural,1536.0,703.0,left,right,191,6552.0,4696.0,1856.0,0.0,6552.0,71.67277167277167,4,29.151404151404154,28.998778998779,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,118,07 segundos brrs-23-gt F-n-20db,brrs-23,natural,1536.0,703.0,left,right,216,7164.0,4519.0,2645.0,0.0,7164.0,63.079285315466215,4,30.150753768844222,30.011166945840316,100.0,56.16667175292969,148.39999389648438,461.1666717529297,552.3999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,113,07 segundos brce-29-syntacc-295Ksteps M-n-20db,brce-29,synthetic,1536.0,703.0,left,right,225,7883.0,219.0,7664.0,0.0,7883.0,2.7781301534948626,1,28.542433083851325,28.415577825700876,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,120,08 segundos brpr-25-syntacc-295Ksteps F-n-20db,brpr-25,synthetic,1536.0,703.0,right,left,245,8478.0,258.0,8220.0,0.0,8478.0,3.043170559094126,1,28.89832507666903,28.780372729417316,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,109,06 segundos brpr-24-syntacc-295Ksteps F-n-20db,brpr-24,synthetic,1536.0,703.0,right,left,181,6404.0,4468.0,1936.0,0.0,6404.0,69.76889444097439,4,28.26358525921299,28.10743285446596,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,107,06 segundos brce-20-syntacc-295Ksteps M-n-20db,brce-20,synthetic,1536.0,703.0,right,left,186,6346.0,4302.0,2044.0,0.0,6346.0,67.79073432083203,4,29.309801449732113,29.152221872045384,100.0,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,103,05 segundos brsp-28-gt F-n-20db,brsp-28,natural,1536.0,703.0,right,left,163,5636.0,4996.0,640.0,0.0,5636.0,88.6444286728176,5,28.92122072391767,28.743789921930446,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,94,05 segundos brpr-18-gt F-n-20db,brpr-18,natural,1536.0,703.0,right,left,156,5149.0,3456.0,1693.0,0.0,5149.0,67.11982909302778,4,30.297145076713925,30.102932608273452,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P33,A,new,98,05 segundos brrs-25-gt M-n-20db,brrs-25,natural,1536.0,703.0,left,right,168,5761.0,4901.0,860.0,0.0,5761.0,85.07203610484291,5,29.16160388821385,28.98802291268877,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,124,09 segundos brpb-20-syntacc-295Ksteps M-n-20db,brpb-20,synthetic,1536.0,703.0,left,right,265,9002.0,1536.0,7466.0,0.0,9002.0,17.062874916685182,1,29.437902688291487,29.326816263052653,100.0,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844,1074.8333740234375,147.89999389648438,1479.8333740234375,552.8999938964844
P33,A,new,73,04 segundos brrs-18-gt F-n-20db,brrs-18,natural,1536.0,703.0,right,left,137,4830.0,3197.0,1633.0,0.0,4830.0,66.19047619047619,4,28.36438923395445,28.15734989648033,100.0,1074.8333740234375,148.39999389648438,1479.8333740234375,552.3999938964844,56.16667175292969,147.89999389648438,461.1666717529297,552.8999938964844
P34,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,1536.0,776.0,left,right,125,3438.5,3216.2999999523163,222.20000004768372,0.0,3438.5,93.53787988809994,5,36.35306092773012,36.062236440308276,100.0,56.16250228881836,184.3000030517578,461.16250228881836,589.3000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,1536.0,776.0,left,right,127,3416.5999999940395,632.6999999880791,2783.9000000059605,0.0,3416.5999999940395,18.518410115002716,1,37.17145700410395,36.87876836627636,100.0,56.16250228881836,184.3000030517578,461.16250228881836,589.3000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,25,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,1536.0,776.0,left,right,124,3246.2000000178814,992.3999999761581,2253.8000000417233,0.0,3246.2000000178814,30.57112931953335,2,38.19850902572761,37.89045653358465,100.0,56.16250228881836,184.3000030517578,461.16250228881836,589.3000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,22,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,1536.0,776.0,left,right,142,3841.9000000059605,1660.0999999642372,2181.8000000417233,0.0,3841.9000000059605,43.21039069110757,3,36.96087873182012,36.700590853427016,100.0,56.16250228881836,184.8000030517578,461.16250228881836,588.8000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,1536.0,776.0,left,right,126,3295.300000011921,973.7000000178814,2321.5999999940395,0.0,3295.300000011921,29.548144327204167,2,38.23627590797323,37.932813400767095,100.0,56.16250228881836,184.3000030517578,461.16250228881836,589.3000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,51,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,1536.0,776.0,right,left,340,9307.199999988079,7758.099999964237,1549.1000000238419,0.0,9307.199999988079,83.35589650995115,5,36.53085783054361,36.42341413104201,100.0,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578,56.16250228881836,184.3000030517578,461.16250228881836,589.3000030517578
P34,B,new,49,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,1536.0,776.0,left,right,321,8741.299999982119,8343.299999982119,398.0,0.0,8741.299999982119,95.44690149061566,5,36.72222667116523,36.60782721113045,100.0,56.16250228881836,184.8000030517578,461.16250228881836,588.8000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,1536.0,776.0,left,right,87,2658.5,2376.899999976158,281.60000002384186,0.0,2658.5,89.4075606536076,5,32.72522098927967,32.34906902388565,100.0,56.16250228881836,184.3000030517578,461.16250228881836,589.3000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,17,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,1536.0,776.0,left,right,126,3627.5,3497.9999999701977,129.50000002980232,0.0,3627.5,96.43004824176975,5,34.73466574776017,34.45899379738112,100.0,56.16250228881836,184.8000030517578,461.16250228881836,588.8000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,35,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,1536.0,776.0,right,left,208,5882.9000000059605,103.19999998807907,5748.600000023842,31.099999994039536,5882.9000000059605,1.7635599300705567,1,35.35671182576438,35.18672763429436,99.47134916462956,1074.8250732421875,184.8000030517578,1479.8250732421875,588.8000030517578,56.16250228881836,184.3000030517578,461.16250228881836,589.3000030517578
P34,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1536.0,776.0,left,right,105,2886.0999999940395,1932.9000000059605,953.1999999880791,0.0,2886.0999999940395,66.97273136793432,4,36.38127577014548,36.034787429477426,100.0,56.16250228881836,184.3000030517578,461.16250228881836,589.3000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,39,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,1536.0,776.0,left,right,226,6192.9000000059605,6037.399999976158,94.30000001192093,61.20000001788139,6192.9000000059605,98.46209044780232,5,36.493403736501875,36.331928498729745,99.01177154454581,56.16250228881836,184.8000030517578,461.16250228881836,588.8000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,18,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,1536.0,776.0,left,right,137,3797.699999988079,3473.300000011921,324.39999997615814,0.0,3797.699999988079,91.45798773001616,5,36.07446612434632,35.811148853365694,100.0,56.16250228881836,184.8000030517578,461.16250228881836,588.8000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,1536.0,776.0,left,right,86,2288.699999988079,1581.699999988079,707.0,0.0,2288.699999988079,69.10910123634892,4,37.57591645932098,37.138987198166085,100.0,56.16250228881836,184.8000030517578,461.16250228881836,588.8000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
P34,B,new,61,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,1536.0,776.0,left,right,495,13638.5,13343.300000011921,112.0,183.19999998807907,13638.5,99.16761424866112,5,36.29431389082377,36.22099204457968,98.65674377689571,56.16250228881836,184.3000030517578,461.16250228881836,589.3000030517578,1074.8250732421875,184.3000030517578,1479.8250732421875,589.3000030517578
