participant,condition,engine,trial_index,audio_identifier,speaker,voice_type,window_width,window_height,person_side,robot_side,gaze_sample_count,gaze_duration_ms,person_dwell_ms,robot_dwell_ms,off_dwell_ms,total_observed_gaze_time_ms,person_gaze_pct,eyetracking_mos,gaze_sample_rate_hz,gaze_sample_rate_hz_strict,valid_dwell_pct,person_box_left,person_box_top,person_box_right,person_box_bottom,robot_box_left,robot_box_top,robot_box_right,robot_box_bottom
P01,B,old,17,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,1854.0,961.0,left,right,113,3841.0,1020.0,2821.0,0.0,3841.0,26.5555844832075,2,29.419422025514187,29.15907315803176,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,19,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,1854.0,961.0,right,left,108,3636.0,2957.0,679.0,0.0,3636.0,81.32563256325632,5,29.7029702970297,29.427942794279428,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,21,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,1854.0,961.0,left,right,159,5404.0,3162.0,2242.0,0.0,5404.0,58.51221317542561,3,29.422649888971133,29.23760177646188,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,23,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,1854.0,961.0,left,right,296,10131.0,9860.0,271.0,0.0,10131.0,97.32504195044912,5,29.2172539729543,29.11854703385648,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,25,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,1854.0,961.0,right,left,92,3093.0,306.0,2686.0,101.0,3093.0,10.227272727272728,1,29.744584545748463,29.421273844164244,96.73456191399936,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,27,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,1854.0,961.0,left,right,203,7003.0,6799.0,204.0,0.0,7003.0,97.08696273025846,5,28.98757675282022,28.844780808225046,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,29,09 segundos brba-22-gt M-n-20db,brba-22,natural,1854.0,961.0,left,right,281,9586.0,9450.0,136.0,0.0,9586.0,98.58126434383476,5,29.313582307531817,29.209263509284373,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,31,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,1854.0,961.0,left,right,198,6764.0,6764.0,0.0,0.0,6764.0,100.0,5,29.272619751626255,29.124778237729153,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,33,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,1854.0,961.0,left,right,260,8940.0,8703.0,237.0,0.0,8940.0,97.3489932885906,5,29.082774049217004,28.970917225950785,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,35,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,1854.0,961.0,right,left,110,3705.0,1665.0,2040.0,0.0,3705.0,44.93927125506073,3,29.689608636977056,29.41970310391363,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,37,06 segundos bral-24-gt M-n-20db,bral-24,natural,1854.0,961.0,right,left,196,6832.0,6215.0,617.0,0.0,6832.0,90.96896955503513,5,28.688524590163937,28.54215456674473,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,39,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,1854.0,961.0,left,right,285,9723.0,9553.0,170.0,0.0,9723.0,98.2515684459529,5,29.31194075902499,29.209091844081044,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,41,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,1854.0,961.0,left,right,98,3399.0,781.0,2618.0,0.0,3399.0,22.97734627831715,2,28.832009414533687,28.537805236834362,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,43,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,1854.0,961.0,right,left,325,11151.0,10097.0,1054.0,0.0,11151.0,90.54793292081428,5,29.145368128418976,29.055690072639226,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,45,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,1854.0,961.0,right,left,96,3229.0,746.0,2483.0,0.0,3229.0,23.103127903375658,2,29.73056673892846,29.420873335397957,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,55,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,1854.0,961.0,left,right,68,2276.0,2073.0,203.0,0.0,2276.0,91.08084358523726,5,29.876977152899826,29.437609841827772,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,57,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1854.0,961.0,right,left,83,2888.0,271.0,2617.0,0.0,2888.0,9.38365650969529,1,28.73961218836565,28.39335180055402,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,59,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,1854.0,961.0,right,left,100,3366.0,274.0,3092.0,0.0,3366.0,8.14022578728461,1,29.708853238265004,29.41176470588235,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,61,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,1854.0,961.0,left,right,285,9993.0,9689.0,304.0,0.0,9993.0,96.95787050935655,5,28.519963974782346,28.419893925748024,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,63,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,1854.0,961.0,left,right,88,3092.0,542.0,2550.0,0.0,3092.0,17.529107373868047,1,28.460543337645536,28.13712807244502,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,65,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,1854.0,961.0,right,left,133,4486.0,1630.0,2856.0,0.0,4486.0,36.33526526972805,2,29.647793134195275,29.424877396344183,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,67,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,1854.0,961.0,right,left,74,2651.0,646.0,2005.0,0.0,2651.0,24.368162957374576,2,27.913994718973974,27.536778574122973,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,69,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,1854.0,961.0,right,left,207,7174.0,6426.0,748.0,0.0,7174.0,89.57345971563981,5,28.854195706718706,28.714803456927793,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,71,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,1854.0,961.0,right,left,168,5879.0,1154.0,4725.0,0.0,5879.0,19.629188637523388,1,28.57628848443613,28.40619152917163,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,73,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,1854.0,961.0,right,left,252,8837.0,7990.0,847.0,0.0,8837.0,90.4152993097205,5,28.51646486364151,28.403304288785787,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,75,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,1854.0,961.0,left,right,158,5338.0,4896.0,442.0,0.0,5338.0,91.71974522292994,5,29.59910078681154,29.41176470588235,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,77,07 segundos brce-22-gt M-n-20db,brce-22,natural,1854.0,961.0,right,left,201,6969.0,6460.0,509.0,0.0,6969.0,92.69622614435356,5,28.842014636246233,28.698522026115654,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,79,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,1854.0,961.0,left,right,392,13633.0,13260.0,373.0,0.0,13633.0,97.26399178464021,5,28.75375926061762,28.68040783393237,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,81,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,1854.0,961.0,left,right,340,11865.0,11560.0,305.0,0.0,11865.0,97.42941424357353,5,28.655710071639273,28.57142857142857,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,83,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,1854.0,961.0,right,left,80,2684.0,952.0,1732.0,0.0,2684.0,35.46944858420268,2,29.806259314456035,29.433681073025333,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,93,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,1854.0,961.0,right,left,96,3230.0,136.0,3094.0,0.0,3230.0,4.2105263157894735,1,29.721362229102166,29.41176470588235,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,95,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,1854.0,961.0,right,left,90,3227.0,680.0,2547.0,0.0,3227.0,21.072203284784628,2,27.889680818097304,27.579795475674,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,97,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,1854.0,961.0,right,left,104,3501.0,1530.0,1971.0,0.0,3501.0,43.70179948586118,3,29.70579834333048,29.4201656669523,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,99,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,1854.0,961.0,right,left,110,3660.0,884.0,2776.0,0.0,3660.0,24.153005464480877,2,30.05464480874317,29.78142076502732,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,101,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,1854.0,961.0,right,left,482,17067.0,16354.0,713.0,0.0,17067.0,95.82234721978087,5,28.24163590554872,28.183043299935548,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,103,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,1854.0,961.0,left,right,180,6320.0,4691.0,1629.0,0.0,6320.0,74.22468354430379,4,28.481012658227847,28.32278481012658,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,105,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,1854.0,961.0,left,right,103,3671.0,1325.0,2346.0,0.0,3671.0,36.09370743666575,2,28.057749931898666,27.78534459275402,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,107,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,1854.0,961.0,left,right,77,2580.0,880.0,1700.0,0.0,2580.0,34.10852713178294,2,29.844961240310077,29.45736434108527,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,109,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,1854.0,961.0,left,right,261,9315.0,9247.0,68.0,0.0,9315.0,99.26999463231347,5,28.019323671497585,27.91196994095545,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,111,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,1854.0,961.0,left,right,120,4045.0,679.0,3366.0,0.0,4045.0,16.786155747836837,1,29.66625463535229,29.419035846724352,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,113,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,1854.0,961.0,right,left,200,7003.0,6290.0,713.0,0.0,7003.0,89.81864915036412,5,28.5591889190347,28.416392974439525,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,115,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,1854.0,961.0,left,right,241,8737.0,8364.0,373.0,0.0,8737.0,95.7308000457823,5,27.58383884628591,27.469383083438252,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,117,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,1854.0,961.0,right,left,108,3637.0,35.0,3602.0,0.0,3637.0,0.962331591971405,1,29.694803409403356,29.419851525982953,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,119,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,1854.0,961.0,left,right,157,6184.0,6184.0,0.0,0.0,6184.0,100.0,5,25.38809831824062,25.22639068564036,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,121,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,1854.0,961.0,left,right,298,10300.0,10300.0,0.0,0.0,10300.0,100.0,5,28.932038834951456,28.834951456310677,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,131,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1854.0,961.0,left,right,91,3195.0,577.0,2618.0,0.0,3195.0,18.059467918622847,1,28.482003129890455,28.169014084507044,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,133,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,1854.0,961.0,left,right,103,3467.0,1359.0,2074.0,34.0,3467.0,39.58636760850568,2,29.7086818575137,29.42024805307182,99.0193250648976,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,135,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,1854.0,961.0,right,left,174,6051.0,5100.0,679.0,272.0,6051.0,88.25056238103478,5,28.75557759048091,28.590315650305733,95.50487522723516,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,137,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,1854.0,961.0,left,right,345,12069.0,11900.0,169.0,0.0,12069.0,98.59971828651918,5,28.58563261247825,28.502775706355123,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,139,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,1854.0,961.0,right,left,148,5200.0,4522.0,678.0,0.0,5200.0,86.96153846153845,5,28.46153846153846,28.269230769230766,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,141,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,1854.0,961.0,left,right,107,3808.0,578.0,3230.0,0.0,3808.0,15.178571428571427,1,28.09873949579832,27.836134453781515,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,143,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,1854.0,961.0,right,left,98,3296.0,101.0,3195.0,0.0,3296.0,3.0643203883495147,1,29.733009708737864,29.429611650485437,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,145,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,1854.0,961.0,left,right,80,2889.0,544.0,2345.0,0.0,2889.0,18.830044998269297,1,27.691242644513675,27.345102111457255,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,147,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,1854.0,961.0,right,left,114,3840.0,1392.0,2448.0,0.0,3840.0,36.25,2,29.6875,29.427083333333336,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,149,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,1854.0,961.0,left,right,364,12681.0,12681.0,0.0,0.0,12681.0,100.0,5,28.704360854822177,28.62550272060563,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,151,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,1854.0,961.0,left,right,158,5507.0,5098.0,409.0,0.0,5507.0,92.57308879607771,5,28.690757218086073,28.50917014708553,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,153,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,1854.0,961.0,left,right,123,4350.0,1086.0,3264.0,0.0,4350.0,24.96551724137931,2,28.27586206896552,28.045977011494255,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,155,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,1854.0,961.0,right,left,401,14007.0,13293.0,714.0,0.0,14007.0,94.90254872563717,5,28.628542871421434,28.557149996430358,100.0,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P01,B,old,157,08 segundos brce-20-gt M-n-20db,brce-20,natural,1854.0,961.0,left,right,259,8975.0,8873.0,102.0,0.0,8975.0,98.86350974930363,5,28.857938718662954,28.74651810584958,100.0,193.40625,325.65625,677.125,635.328125,1176.859375,325.65625,1660.578125,635.328125
P01,B,old,159,10 segundos brce-29-gt M-n-20db,brce-29,natural,1854.0,961.0,right,left,282,10029.0,9077.0,850.0,102.0,10029.0,91.43749370403948,5,28.118456476218967,28.018745637650813,98.98294944660485,1176.859375,325.65625,1660.578125,635.328125,193.40625,325.65625,677.125,635.328125
P02,B,new,60,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,1555.0,773.0,left,right,591,12099.100000000093,11235.69999999972,495.90000000037253,367.5,12099.100000000093,95.772955095636,5,48.8466084254197,48.76395764974217,96.9625839938508,59.328125,183.0,464.328125,587.0,1090.65625,182.5,1495.65625,587.5
P02,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1555.0,773.0,right,left,139,2884.0,1445.3999999999069,1104.5,334.10000000009313,2884.0,56.68457586571864,3,48.196948682385575,47.8502080443828,88.41539528432409,1090.65625,182.5,1495.65625,587.5,59.328125,182.5,464.328125,587.5
P02,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,1555.0,773.0,right,left,124,2576.1999999997206,598.8999999994412,1977.3000000002794,0.0,2576.1999999997206,23.247418678654846,2,48.13290893564686,47.744740315198094,100.0,1090.65625,183.0,1495.65625,587.0,59.328125,182.5,464.328125,587.5
P02,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,1555.0,773.0,right,left,144,2916.2000000001863,1196.7000000001863,1719.5,0.0,2916.2000000001863,41.036280090532536,3,49.379329264107675,49.03641725532915,100.0,1090.65625,182.5,1495.65625,587.5,59.328125,182.5,464.328125,587.5
P02,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,1555.0,773.0,right,left,137,2701.7000000001863,1834.2000000001863,867.5,0.0,2701.7000000001863,67.89058740793055,4,50.70881296960823,50.33867564866218,100.0,1090.65625,182.5,1495.65625,587.5,59.328125,182.5,464.328125,587.5
P02,B,new,17,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,1555.0,773.0,left,right,186,3620.899999999907,2066.8000000002794,1554.0999999996275,0.0,3620.899999999907,57.079731558461496,3,51.368444309427154,51.09226987765604,100.0,59.328125,183.0,464.328125,587.0,1090.65625,182.5,1495.65625,587.5
P02,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1555.0,773.0,left,right,164,3200.5999999996275,1292.0000000004657,1760.3999999994412,148.1999999997206,3200.5999999996275,42.32734897131782,3,51.24039242642601,50.9279510091917,95.36961819659633,59.328125,182.5,464.328125,587.5,1090.65625,182.5,1495.65625,587.5
P02,B,new,35,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,1555.0,773.0,left,right,284,5886.899999999907,1616.2999999998137,4270.600000000093,0.0,5886.899999999907,27.455876607379764,2,48.242708386418066,48.072839694916595,100.0,59.328125,183.0,464.328125,587.0,1090.65625,182.5,1495.65625,587.5
P02,B,new,42,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,1555.0,773.0,right,left,357,7007.0,5282.799999999814,1724.2000000001863,0.0,7007.0,75.39317825031844,4,50.94905094905095,50.80633652062224,100.0,1090.65625,183.0,1495.65625,587.0,59.328125,182.5,464.328125,587.5
P02,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,1555.0,773.0,right,left,170,3300.399999999907,367.6999999997206,2932.7000000001863,0.0,3300.399999999907,11.141073809227093,1,51.50890801115162,51.20591443461543,100.0,1090.65625,182.5,1495.65625,587.5,59.328125,182.5,464.328125,587.5
P02,B,new,58,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,1555.0,773.0,left,right,581,11894.0,11570.100000000093,287.70000000018626,36.1999999997206,11894.0,97.57374892475687,5,48.84815873549689,48.76408273078863,99.69564486295846,59.328125,183.0,464.328125,587.0,1090.65625,182.5,1495.65625,587.5
P02,B,new,54,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,1555.0,773.0,right,left,498,10032.19999999972,5370.199999999255,4662.000000000466,0.0,10032.19999999972,53.5296345766572,3,49.64015868902273,49.54047965551064,100.0,1090.65625,182.5,1495.65625,587.5,59.328125,182.5,464.328125,587.5
P02,B,new,37,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,1555.0,773.0,right,left,308,6037.199999999721,4607.0,1430.1999999997206,0.0,6037.199999999721,76.3102100311438,4,51.01702776121617,50.85138806069274,100.0,1090.65625,182.5,1495.65625,587.5,59.328125,182.5,464.328125,587.5
P02,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,1555.0,773.0,left,right,184,3548.5,3313.399999999907,235.10000000009313,0.0,3548.5,93.37466535155437,5,51.85289558968578,51.57108637452444,100.0,59.328125,182.5,464.328125,587.5,1090.65625,182.5,1495.65625,587.5
P02,B,new,40,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,1555.0,773.0,right,left,342,6769.799999999814,2406.099999999162,3817.8000000002794,545.9000000003725,6769.799999999814,38.65904015166339,2,50.51847912789291,50.37076427664176,91.93624627019427,1090.65625,182.5,1495.65625,587.5,59.328125,182.5,464.328125,587.5
P02,B,new,61,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,1555.0,773.0,right,left,692,13683.200000000186,11843.499999999534,1839.700000000652,0.0,13683.200000000186,86.55504560336306,5,50.572965388212594,50.49988306828743,100.0,1090.65625,182.5,1495.65625,587.5,59.328125,182.5,464.328125,587.5
P02,B,new,23,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,1555.0,773.0,left,right,180,3732.5,1845.7000000001863,1886.7999999998137,0.0,3732.5,49.449430676495275,3,48.22505023442733,47.95713328868051,100.0,59.328125,182.5,464.328125,587.5,1090.65625,182.5,1495.65625,587.5
P02,B,new,22,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,1555.0,773.0,right,left,183,3847.7000000001863,593.6999999997206,3254.0000000004657,0.0,3847.7000000001863,15.42999714114125,1,47.56088052602623,47.30098500402609,100.0,1090.65625,183.0,1495.65625,587.0,59.328125,182.5,464.328125,587.5
P02,B,new,34,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,1555.0,773.0,left,right,275,5394.199999999721,1733.9999999995343,3660.2000000001863,0.0,5394.199999999721,32.14563790737503,2,50.98068295576994,50.7952986541126,100.0,59.328125,183.0,464.328125,587.0,1090.65625,182.5,1495.65625,587.5
P02,B,new,20,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,1555.0,773.0,left,right,173,3467.5,1960.6999999997206,1506.8000000002794,0.0,3467.5,56.5450612833373,3,49.891852919971164,49.603460706560924,100.0,59.328125,183.0,464.328125,587.0,1090.65625,182.5,1495.65625,587.5
P02,B,new,39,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,1555.0,773.0,right,left,313,6192.600000000093,5212.800000000279,979.7999999998137,0.0,6192.600000000093,84.17788973936958,5,50.5441979136381,50.38271485321114,100.0,1090.65625,183.0,1495.65625,587.0,59.328125,182.5,464.328125,587.5
P02,B,new,31,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,1555.0,773.0,left,right,264,5208.899999999907,3600.5999999996275,1578.3000000002794,30.0,5208.899999999907,69.52441638185121,4,50.682485745551794,50.490506632879246,99.42406266198238,59.328125,183.0,464.328125,587.0,1090.65625,182.5,1495.65625,587.5
P02,B,new,55,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,1555.0,773.0,left,right,537,10319.19999999972,8489.0,1830.1999999997206,0.0,10319.19999999972,82.26412900225046,5,52.038917745563076,51.94201100860672,100.0,59.328125,182.5,464.328125,587.5,1090.65625,182.5,1495.65625,587.5
P02,B,new,19,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,1555.0,773.0,left,right,166,3258.6999999997206,445.8000000002794,2812.899999999441,0.0,3258.6999999997206,13.6803019609144,1,50.94055911867132,50.63368828060703,100.0,59.328125,183.0,464.328125,587.0,1090.65625,182.5,1495.65625,587.5
P02,B,new,33,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,1555.0,773.0,left,right,271,5511.799999999814,4868.299999999814,643.5,0.0,5511.799999999814,88.3250480786672,5,49.16724119162691,48.985812257340456,100.0,59.328125,183.0,464.328125,587.0,1090.65625,182.5,1495.65625,587.5
P02,B,new,59,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,1555.0,773.0,left,right,637,12683.900000000373,9831.0,2852.9000000003725,0.0,12683.900000000373,77.50770662020129,4,50.22114649279648,50.14230638841219,100.0,59.328125,182.5,464.328125,587.5,1090.65625,182.5,1495.65625,587.5
P02,B,new,36,06 segundos bral-24-gt M-n-20db,bral-24,natural,1555.0,773.0,left,right,349,6815.799999999814,3747.899999999907,3067.899999999907,0.0,6815.799999999814,54.98840928431012,3,51.20455412424214,51.05783620411537,100.0,59.328125,182.5,464.328125,587.5,1090.65625,182.5,1495.65625,587.5
P02,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,1555.0,773.0,left,right,195,3914.4000000003725,79.20000000018626,3835.2000000001863,0.0,3914.4000000003725,2.023298589826761,1,49.81606376455687,49.56059677089248,100.0,59.328125,182.5,464.328125,587.5,1090.65625,182.5,1495.65625,587.5
